"Position (bp)","SRR7821918_1","SRR7821918_1_cleaned","SRR7821918_2","SRR7821918_2_cleaned","SRR7821919_1","SRR7821919_1_cleaned","SRR7821919_2","SRR7821919_2_cleaned","SRR7821920_1","SRR7821920_1_cleaned","SRR7821920_2","SRR7821920_2_cleaned","SRR7821921_1","SRR7821921_1_cleaned","SRR7821921_2","SRR7821921_2_cleaned","SRR7821922_1","SRR7821922_1_cleaned","SRR7821922_2","SRR7821922_2_cleaned","SRR7821937_1","SRR7821937_1_cleaned","SRR7821937_2","SRR7821937_2_cleaned","SRR7821938_1","SRR7821938_1_cleaned","SRR7821938_2","SRR7821938_2_cleaned","SRR7821939_1","SRR7821939_1_cleaned","SRR7821939_2","SRR7821939_2_cleaned","SRR7821949_1","SRR7821949_1_cleaned","SRR7821949_2","SRR7821949_2_cleaned","SRR7821950_1","SRR7821950_1_cleaned","SRR7821950_2","SRR7821950_2_cleaned","SRR7821951_1","SRR7821951_1_cleaned","SRR7821951_2","SRR7821951_2_cleaned","SRR7821952_1","SRR7821952_1_cleaned","SRR7821952_2","SRR7821952_2_cleaned","SRR7821953_1","SRR7821953_1_cleaned","SRR7821953_2","SRR7821953_2_cleaned","SRR7821968_1","SRR7821968_1_cleaned","SRR7821968_2","SRR7821968_2_cleaned","SRR7821969_1","SRR7821969_1_cleaned","SRR7821969_2","SRR7821969_2_cleaned","SRR7821970_1","SRR7821970_1_cleaned","SRR7821970_2","SRR7821970_2_cleaned"
32,39.93827283029937,39.89395494553622,38.71694856989951,38.743769596593935,39.91208892964664,39.884402251614134,38.50451994604412,38.57394727782216,39.91309031244453,39.84390048955039,38.468082796351325,38.4396267634851,39.888024795451244,39.875181883513605,38.481712998729236,38.5828478375018,39.90944261278037,39.89676253608715,38.53146172888225,38.627091427103906,39.85234201106118,39.74405873710245,38.78615496571869,38.66354792005267,39.84842085306105,39.71936213894226,38.59544577615077,38.469079202944926,39.885394860867635,39.782220817475675,38.90233162740448,38.790149891445665,39.953566962432845,39.772097872155655,38.79414776418769,38.499949425379825,39.945954133636604,39.789804239587156,38.583821078264876,38.33197611207922,39.951417780775145,39.85749217876045,38.67114791234975,38.5360488967831,39.9493246212062,39.86699601559343,38.739208693665844,38.66009579891595,39.971880697594614,39.8484655998413,38.90659061424208,38.73014255055753,40.01010434845393,39.34818550209362,39.40777167889813,38.30625091827504,39.95915220435846,39.5310300474748,38.74713096651138,37.843271255015466,40.01704910634171,39.371074530604176,39.44963246536797,38.436154091222534
34,39.91531141593378,39.86865543975149,38.49286203201139,38.510299992724725,39.88881826466018,39.85939401272661,38.27164102560711,38.33206936745367,39.88601953391394,39.81544742156381,38.23313157111046,38.19588115073537,39.8654181823718,39.85139995528481,38.25571133754663,38.349274609082116,39.890006613388046,39.87608789618065,38.304945357865066,38.39360836744006,39.870082425369105,39.76529140497196,38.57535689188644,38.43251646334909,39.86502864642192,39.74378497554744,38.35151841699291,38.198717413855775,39.904780322605426,39.805204953918974,38.69641599472283,38.56540539410998,39.937221073450196,39.75343575642931,38.57934614286259,38.27493584252844,39.93007298291516,39.77416784189327,38.36971229264786,38.10549582823221,39.93510467385343,39.84111164276588,38.46580830857262,38.31708059657616,39.93460933517255,39.8515266110545,38.52055695218222,38.43141922349061,39.95741892792243,39.83233838521335,38.71171036706366,38.52189383842045,39.99300897105363,39.3251973433386,39.25045061930239,38.10377150012614,39.91342010293742,39.50562755100241,38.572616160130345,37.632414154372384,39.99556138897715,39.3406802737572,39.29834924487925,38.23763168316144
36,39.875914478121985,39.82834553429596,38.14001319211823,38.14520044669831,39.84855516497271,39.81832730070423,37.90288291261668,37.95216406165959,39.84183671593585,39.76940201874184,37.860068960026965,37.81133976658357,39.82607663020171,39.81191503642203,37.89483656300551,37.976908705344556,39.8486115926224,39.834841387891785,37.939609792880944,38.01672340741247,39.868469542950805,39.76801016257822,38.21867665190578,38.066551732256585,39.86506203422971,39.74629010963745,37.97418555218677,37.80827106956737,39.903361099352864,39.808575601026504,38.357304692795864,38.217529304593484,39.90992430837693,39.719643309809236,38.30200359477796,37.98100995904032,39.90127761270683,39.73902554533625,38.068072235226055,37.79437213012819,39.905402710344134,39.80749078452605,38.17445716046372,38.017022243384304,39.90685424310796,39.82059828570424,38.2398837827312,38.14054816517867,39.92808195531705,39.79722258385067,38.42869997703464,38.222778586479336,39.96798878331538,39.28290837656178,38.963451623465886,37.749570648128284,39.89327881551499,39.46194562234034,38.24359111307239,37.24891208087821,39.97035685910122,39.296639497414006,39.006438632865766,37.88440638465934
38,39.84295878212635,39.79376711998033,37.87900230678469,37.87488639130532,39.8190422202626,39.78784721097787,37.64058830276474,37.68066573639284,39.81257151030643,39.7362228830072,37.58492164882699,37.52299029280026,39.79501487801966,39.77960249157769,37.6277294270743,37.70273398177589,39.81556378477226,39.800500092608274,37.67324414838909,37.7438046770212,39.84608588506133,39.742994814710755,37.973965735821054,37.81700551946045,39.84011762120909,39.71785197384871,37.718663438113225,37.546202268075206,39.87661943374674,39.77962138562233,38.12168192897269,37.9757922109296,39.883719431447844,39.689006236233325,38.203563304269196,37.88882088741251,39.87897821124953,39.71210066967579,37.984714616242485,37.709512171467665,39.88249467396048,39.7823461996147,38.09216497138729,37.92872062368816,39.885941317049756,39.79667278964235,38.14385681803141,38.04757842178738,39.905296448011455,39.77233074505247,38.330244076014964,38.13094166090667,39.951677828425524,39.250413483052185,38.824948255669256,37.59707730993527,39.87954516799499,39.432252168853765,38.0910002564096,37.086920661998334,39.95123568070868,39.26036685095259,38.89534229977349,37.751589086216555
40,39.81057707662528,39.75908675418405,37.79777472802955,37.79192455156747,39.7883123166542,39.75498819274544,37.556482866009105,37.59487178047908,39.77395850218167,39.695107772059245,37.485267554435126,37.43181321143241,39.76218824249679,39.74500424646888,37.542045691488696,37.61578700849846,39.78249945471414,39.76596064830409,37.58481480035807,37.65454363550052,39.82039229615782,39.71332835066719,37.792543886005106,37.63079223582993,39.81284485689671,39.686035869555056,37.54062003147457,37.35959092665529,39.85060052280489,39.74940908127732,37.93636457937235,37.787613679938076,39.85781089950066,39.66998644355875,38.13239969804135,37.81527676978979,39.858964277778846,39.69616029223583,37.91813384534892,37.63603496730505,39.85716527484111,39.76018785119147,38.01853386719705,37.860810444800535,39.864832508420534,39.778132247382096,38.079000887353274,37.98020331319713,39.8838679590074,39.75651042126436,38.262442439988334,38.05786090106625,39.945933904706465,39.24748284361411,38.7390037306089,37.47693078335136,39.86799652085281,39.42355490181579,37.966090413676994,36.94130020454047,39.94617399645925,39.25753780743335,38.80441417130947,37.641353043351245
42,39.77286351295656,39.72898395293903,37.68690129947693,37.674081938185964,39.754743297004666,39.72434801324757,37.43823171243563,37.46994559565912,39.739644209659474,39.662680921176744,37.39753939142892,37.316188249300225,39.727007764043094,39.71294019897597,37.42848538931861,37.496510965766205,39.75005284589136,39.73703027827752,37.47081331423382,37.534543646063824,39.742724672280524,39.6220194027768,37.66193343044695,37.485006313118646,39.71309582293517,39.588708838477174,37.3991286257915,37.20154067044745,39.77524177996929,39.661679599216484,37.80692180156863,37.64610457721284,39.73560491480541,39.59819559102942,38.096914482248465,37.763885318917005,39.76806574661913,39.62610532261421,37.8789070242738,37.58358807122637,39.77470787618085,39.695330288881266,37.97615428909798,37.81167447784135,39.796235726027035,39.718741769734336,38.03726371828252,37.931092565485784,39.788422099942075,39.69341721417213,38.22824041442074,38.014465324389455,39.83892353855349,39.146612782151465,38.69822932471297,37.40489106488517,39.656684336217516,39.319545269177645,37.91416821191659,36.86356256308172,39.82785967825221,39.153400196444295,38.766917086317875,37.56872460496989
44,39.755068496199016,39.704453378429584,37.61905293114499,37.60368983291883,39.73297723674915,39.69886000753144,37.362272019836226,37.39266428585228,39.71150437338507,39.6330024903305,37.30052874139385,37.230467278813435,39.705848292976725,39.68848837210871,37.35484659484172,37.42258124240456,39.73124418691883,39.715419332420026,37.39582447103031,37.458770166475496,39.73216058599178,39.61506481212736,37.55784529149226,37.37406012606408,39.72119439740631,39.59235612435718,37.30361382946664,37.096323242083855,39.76722630418392,39.65637322413929,37.70555554020863,37.53575011322508,39.78384346848681,39.588706497266045,38.07980029460861,37.73240867092741,39.785279692200405,39.61515855597692,37.84812177975202,37.54599811565701,39.78342794264972,39.68171346320279,37.954755859689584,37.78257458075679,39.797390457268605,39.70528388336395,38.0097242016097,37.89954805088506,39.81850194713729,39.68598543622596,38.20210553964627,37.98345123510616,39.87619827073837,39.138136454111816,38.66283047378691,37.345887610459265,39.763909159681205,39.32822362648141,37.86885280263338,36.79635150418778,39.874549607628865,39.14949451552606,38.72564233506788,37.51054646741787
46,39.7213131201803,39.66429512506264,37.610378924283836,37.598972719687126,39.699339402570835,39.66163607027842,37.34890305452178,37.38240324701958,39.67336075374074,39.58972325073313,37.317369652250854,37.23507278373672,39.6712455282675,39.650979629142554,37.340147178433355,37.41045148572276,39.696507337728534,39.67686887519561,37.38489826996981,37.45067993132086,39.72706433787376,39.611593262729514,37.42529142719968,37.22062541980374,39.72007657067373,39.583302057171935,37.175079906282846,36.94339216318693,39.75824553516277,39.6485507611299,37.57168556619469,37.38402354713472,39.77149915496416,39.56259303979694,38.044583894841786,37.703530221087576,39.76945531475396,39.590793406549885,37.817689100789124,37.51610235975579,39.76528828739636,39.656527944926914,37.931507906373085,37.75986211583849,39.78010375502445,39.684161471580076,37.98536043547624,37.874794700704584,39.80171517106167,39.659315969365025,38.17142320640336,37.95759390237164,39.876757769464426,39.13192749937586,38.620913187315274,37.30621967111439,39.806543968940474,39.32713649293848,37.814409062890824,36.744990449724376,39.87534096169821,39.141119463209144,38.68702226469282,37.472888340596235
48,39.67078434213566,39.61227091451899,37.561692382397936,37.54058539671804,39.64970099164023,39.61088694176114,37.294865433009846,37.320167055894444,39.62079357078717,39.53566054964179,37.2785591720735,37.175168260874536,39.62036799264342,39.598972695050904,37.28528973436845,37.34698387947542,39.64427344378754,39.62367968927425,37.33075258299614,37.3893111497769,39.68244340774292,39.564089893123956,37.377025583554584,37.17666504459204,39.67411372143506,39.53226489572387,37.11927852277603,36.89236156341654,39.714391291464786,39.60144148611048,37.52859364011444,37.347275523036444,39.74049992567353,39.5249099831952,38.004189355991244,37.62298780729115,39.73861396966748,39.55508095220733,37.761674904593164,37.429066302244166,39.73159332996281,39.61947841162335,37.87904918052279,37.68365400547391,39.7475392360937,39.64892226539247,37.92719919248978,37.79676590962204,39.76977903595422,39.62342328408154,38.122427014037626,37.87764866747756,39.85316322548765,39.094630009950734,38.59602183846826,37.1956009679908,39.78401128520644,39.291479980845615,37.78349817414288,36.64306874875241,39.85049911858317,39.103979104491174,38.66523817504445,37.36919801840231
50,39.61853603600122,39.55678133217859,37.45080361706225,37.41840777941739,39.59538185614693,39.5537668332759,37.1799991026828,37.19490178703606,39.56366147075024,39.47436156475537,37.15717371035343,37.04259472905319,39.56407434447436,39.54052227594108,37.16613359552125,37.21888461229803,39.58957014885648,39.56689947373632,37.217752008786476,37.268213191002076,39.59002128028442,39.453941748421514,37.30391021911971,37.09697920250656,39.578824295862475,39.41760342044642,37.05623580316744,36.81992737985743,39.62506501654781,39.49600204939706,37.46012067139799,37.274125722961344,39.70813372318233,39.49652215758455,37.97044342000878,37.583568932129246,39.71006832718139,39.528442665508436,37.72586941353191,37.39081023139978,39.70181126292199,39.59178104611241,37.84503647968313,37.646345405888134,39.720327395759085,39.62270954041649,37.88654957251548,37.754655135607116,39.74241166470118,39.599855144320415,38.08834575051899,37.8406142390202,39.82545937076125,39.067428823682754,38.57618396361005,37.162756071152145,39.7500590612352,39.26402250155628,37.75895029771532,36.60771956068308,39.82316798792762,39.07811285796262,38.650800378023945,37.344004727253335
52,39.57814626580945,39.51452901866603,37.3861684497276,37.350118353649464,39.556801708496366,39.51416554569862,37.10930533372952,37.11999313929482,39.519218078700845,39.427890717788614,37.083451331773986,36.961197275135106,39.521419271038624,39.49692289342401,37.089157273039376,37.1376956276807,39.55230227494772,39.528905546282004,37.14827093039799,37.19427846761499,39.58391775630952,39.45604566390496,37.271890519844845,37.05930096034665,39.57002097881488,39.418502158624094,37.028026691997,36.785414907032205,39.62084785197361,39.49900961676692,37.43038243595882,37.23864864482255,39.674849877893195,39.45346195411671,37.948436851497775,37.56124052468624,39.67409494185593,39.486442851929425,37.698615582974824,37.36044148783844,39.66420295477223,39.54952654005645,37.8228188369561,37.623267439670194,39.68372410584682,39.58251271054469,37.862077278026945,37.727880938147294,39.71168236975292,39.56343381086549,38.067779313846444,37.81977810618338,39.80360176350385,39.027675382801775,38.54931283379305,37.126303419151554,39.72072788806787,39.22366835080257,37.720534599164715,36.561389103186336,39.805010864102776,39.04052269302416,38.62681425880686,37.31061965319104
54,39.51863107159912,39.4542320050972,37.372281027181806,37.3345580618892,39.49804909295176,39.45355736500666,37.09194788163416,37.10111369551829,39.46327184892391,39.36719661885542,37.050041926701965,36.93567569428629,39.46330327855445,39.43774957814357,37.07090803711637,37.11785246196237,39.49480039357569,39.470878613273015,37.129403231362296,37.17458701346315,39.51316961713959,39.37490915056782,37.161419788385174,36.934251662930436,39.489147242452525,39.335195996187025,36.91817033788608,36.65879040295304,39.54903536311307,39.417513017939605,37.32972114467156,37.12106647984366,39.60575286207485,39.39897536216563,37.907018987723745,37.50569953420072,39.61712080384771,39.43341729465867,37.65131545147691,37.30303358671226,39.61050337247599,39.50021468148445,37.778518590664326,37.572348849634864,39.63636670594049,39.53580834030579,37.81357799949435,37.67316868844074,39.653850401099305,39.51456947550142,38.02848851694083,37.770254418682335,39.74285055445728,38.977591895492395,38.506713481054945,37.04844744478186,39.612152907786786,39.16651037581621,37.65127540429087,36.466956259161066,39.737797959431255,38.985413445606525,38.586117186009595,37.23299905776085
56,39.449377379064984,39.37774821973265,37.32955305328708,37.304340430805276,39.42913046049624,39.37937757800078,37.04847178833059,37.0669853960019,39.39033052977459,39.28624129637249,37.002447710548466,36.90058504823776,39.395364908350174,39.364904259876724,37.02700674415699,37.08245411768094,39.42588389241597,39.397022823804804,37.08610726895799,37.139186369727625,39.4931538752236,39.35623012772484,37.02671031187073,36.79116539088734,39.469803869013816,39.31556537216264,36.77378923390681,36.51293190302724,39.52858760127661,39.399176107055425,37.19940483398689,36.98352748805358,39.57778534023064,39.3563264723655,37.792861489786304,37.43621924126032,39.58183331759527,39.389810125337675,37.565134203897784,37.233772373969174,39.57529571440804,39.45947748784745,37.69997181224315,37.51086182158011,39.604187373355444,39.499939869832474,37.74535723234309,37.61454632072491,39.62260306131676,39.47381863927093,37.93661021046789,37.70870209721926,39.734705548218585,38.946031574902506,38.410779815179716,36.9768406811575,39.59898331363564,39.129140278496635,37.514045165023354,36.38601357829287,39.72948187650485,38.950599655279596,38.47884088894085,37.16240295072189
58,39.39078986006449,39.316519335297286,37.11681703248185,37.05620976558093,39.3684238237497,39.317071711527035,36.83047699299084,36.818364119921505,39.324751200345204,39.21806934828183,36.75810683989617,36.63987807849697,39.33454582353192,39.30319854613265,36.81282906107808,36.840478336844455,39.36292715174332,39.3329367645813,36.86743986095164,36.89414174925517,39.445523327466546,39.30373401241464,36.98065598327719,36.74623446718823,39.42330688804259,39.26008548854054,36.73563828998212,36.47360506664999,39.48041963584223,39.34577080491876,37.15978294832209,36.94504485300083,39.551754639099556,39.32028423137034,37.75309406470532,37.34935785865383,39.553490770335316,39.354254521157515,37.504132579405976,37.142395707793185,39.54512107132534,39.42381197392654,37.6407680136995,37.42601984716309,39.57416688802937,39.46575666056461,37.684345911018866,37.534354968890305,39.593326930840206,39.43681907202522,37.883853345546214,37.621249091410476,39.72829842102659,38.92175471336515,38.36573204167034,36.84377673802895,39.61630552817407,39.11477793524667,37.469360830079395,36.26199900043024,39.721560498288866,38.92437122950841,38.44001111081778,37.0365399536318
60,39.33392798454074,39.256899679642494,37.177466209933314,37.12883963860128,39.31234411662787,39.25883090420406,36.88057250932055,36.8794384734921,39.26406053912134,39.15511250930542,36.83675749113877,36.713806215840215,39.27336719190966,39.240445595199745,36.87037610985287,36.9082239309309,39.303808558408335,39.27233898668092,36.92010316005579,36.95613350236624,39.3533983383647,39.201696496268426,36.90890135922305,36.67168663010885,39.330941878230945,39.15492125918748,36.65522250454865,36.386351389830985,39.388995956912424,39.24511296626433,37.085060574789864,36.8699677021593,39.51166612030221,39.27350652931251,37.74411313806719,37.326667690282775,39.51270812874415,39.30804137112136,37.479057371868265,37.10989907934652,39.502149221867086,39.37693572273005,37.61926797126469,37.39913385884165,39.53419366416604,39.422487599581984,37.666473499846006,37.5142454778766,39.555210284018514,39.394018555554894,37.87116486500189,37.59924698381326,39.702057789425524,38.87951927320319,38.37987342463987,36.848396490297944,39.597162152753896,39.07782006439929,37.476577683194904,36.24210871281714,39.6950953647752,38.88262941590696,38.46062188993746,37.04916921501697
62,39.262406449764704,39.180920593463426,37.1201348990859,37.08570718720286,39.23844086781597,39.18128481919914,36.81718278114428,36.82570982554454,39.18876782566375,39.073887195696884,36.763063112048,36.66284997276252,39.19676858449269,39.16099259364793,36.8143809877661,36.8621286377135,39.23069122955887,39.19664826693884,36.85866450158169,36.90483367319206,39.344369062148594,39.19606942011849,36.720108435001734,36.467599884384924,39.32339777070449,39.148877922011806,36.44787255621253,36.16543490853782,39.38140013752704,39.24013076606927,36.89436491202238,36.66787159130074,39.46906535684642,39.216792101733404,37.67259247179548,37.301794340348295,39.46558237742735,39.25109796596605,37.43094415930548,37.08502065599565,39.45438825185654,39.3209196027245,37.57861091497422,37.3785551985122,39.48557292224669,39.36703490996754,37.636761538378984,37.49835834022015,39.51426920876984,39.343017941216885,37.81591253346278,37.57504949524159,39.677525485950454,38.82588107666421,38.30455949331674,36.82189012263804,39.57485231507306,39.03160490533074,37.336825943226124,36.18484978122589,39.675069481817694,38.836655100381755,38.3767646197326,37.021719507869356
64,39.16527135531773,39.07951520899501,37.00555792041725,36.96114839083469,39.14247075354968,39.08205705639428,36.691248169883536,36.692362645475754,39.0823390555251,38.964912627775476,36.66076852456301,36.53786477667697,39.09781645095008,39.05927078135062,36.69358714340446,36.73439128162205,39.13589917525961,39.099345444493366,36.73728353754491,36.77676496771608,39.3017479671835,39.1488731704859,36.664916444654004,36.413583348031494,39.28379123058798,39.106411376774446,36.392115466140154,36.10627051051266,39.34173980245334,39.19697627093422,36.8417380250649,36.61665549031814,39.396249207616485,39.145147984559415,37.65400180513777,37.24803726074646,39.39802174881427,39.18065304268724,37.39243187660537,37.02579866433684,39.385617152887335,39.25050526841266,37.54540786747181,37.3274649685423,39.42339001358796,39.30231900072296,37.601873491217745,37.45092306821269,39.45031280505121,39.27918789758482,37.792306573657996,37.52786968130753,39.63803872082427,38.77626599751578,38.29980933919748,36.77089811452991,39.5313174763385,38.990000677160054,37.34831510849789,36.12814923068329,39.63048628193734,38.78522590459271,38.37507853155461,36.97067077979546
66,39.098114715934614,39.008205470369134,36.8984239060332,36.83747878059151,39.07441067672985,39.01161888476527,36.57722723582593,36.56498222336529,39.013341174857544,38.890246407772835,36.5360870265626,36.40303073505807,39.030704902902905,38.989502359001264,36.58315241030127,36.611778030122544,39.067414265441315,39.02930466875932,36.62361784840468,36.65199157144259,39.21758367248793,39.055394059847416,36.48434389896815,36.214999962402274,39.201356830738035,39.017083844159,36.20928846617021,35.89885889782296,39.25522758313269,39.10092595831361,36.65973761420979,36.4169034606901,39.34688638098019,39.08271444989357,37.6085140574078,37.16899871062984,39.343723752179216,39.11941433469255,37.32737204015467,36.94240200606312,39.3288803181902,39.188664212415276,37.48048018043678,37.247211812870795,39.370585300099705,39.24562144338665,37.539892507906465,37.37791458066441,39.39867101113322,39.219401708200074,37.7325987415103,37.452207493328956,39.61698422371501,38.741999020617406,38.26318368615931,36.68711249496012,39.502195878826655,38.959743146364474,37.30508827659038,36.03218357547102,39.60987662854235,38.74534686389582,38.33949457003314,36.88242384098966
68,39.01365574187071,38.91795479728235,36.73493088591222,36.66139738149056,38.99074535532246,38.92310770563354,36.407807974228696,36.3850650426364,38.92164124874168,38.79371308456864,36.36590123226012,36.21421562508408,38.94402438877782,38.8996250895169,36.416633339712135,36.43609274785289,38.97928584153833,38.93788617852301,36.45510832619381,36.473548630422286,39.18695967235817,39.02680605080502,36.399351221926906,36.12968361881776,39.17337893349119,38.986306373577236,36.12361148439095,35.809526973369586,39.222880387732786,39.07107761653326,36.577662527343136,36.334386729741894,39.28025730864971,39.000745998319985,37.54221358157593,37.095055809058415,39.27548434349849,39.040174429586585,37.252344808559094,36.860445378783425,39.260429319374225,39.113196473009424,37.40949538803876,37.16958383865493,39.3044926012992,39.17285213735835,37.47227047613897,37.303385202375935,39.33319449575948,39.14440010329825,37.670669928702154,37.379246946894874,39.58004957479628,38.66841286576361,38.218441933907485,36.62050997586793,39.47423763171896,38.89579924812337,37.26351010632417,35.96573427785907,39.57081875519955,38.67249311888585,38.297636067920706,36.82219959852026
70,38.87777452206663,38.775385891045644,36.640625890389295,36.561683109516245,38.85654841205445,38.7840407471,36.309852752341385,36.283627314649166,38.775717830482066,38.64275732782256,36.287817923939585,36.11892205476611,38.80365788309878,38.75537977954375,36.319639917139924,36.334922717923476,38.84225056904896,38.79714103081743,36.35957474672065,36.37466717272615,39.1292355556524,38.96573471529291,36.29235186903168,36.02542519285073,39.112789467536075,38.92144171047636,36.014746517616274,35.7067760418543,39.16859438361957,39.01271641626489,36.469418136775694,36.2298664312813,39.21343640298841,38.92975204186315,37.48654783488797,37.01466452385121,39.20504654027003,38.965177408924376,37.192073373530384,36.78458500576638,39.19043947161785,39.04105634461576,37.34991365531926,37.09616667742014,39.237940249650634,39.105634026833364,37.41194313725812,37.23258443431033,39.264418134629146,39.07250664751946,37.61011680445003,37.302775706950676,39.54041224630161,38.61289676701897,38.17313570930878,36.52780117416464,39.42585628656231,38.835407425008015,37.2040452836739,35.86824417253296,39.53261230222034,38.61821471218049,38.263037431356175,36.73833815775714
72,38.77020053113033,38.66166848248909,36.43011215702481,36.34263400090846,38.74688743095054,38.66908638615346,36.096458292305044,36.06082939279287,38.66376572038733,38.523742850791066,36.07621789709809,35.896764670071775,38.69056922898187,38.63717939809383,36.107424295381875,36.11535173462211,38.73205869069862,38.68334838743523,36.143676802610656,36.15070540785534,39.069874181201236,38.90205327822632,36.152227783465726,35.86980083665599,39.05082026902693,38.85375676684482,35.86309835050323,35.53673456686806,39.110355039336284,38.950528353240585,36.335119426690724,36.08053355014101,39.16635726386323,38.880593359024175,37.42244594821686,36.93461824667876,39.158633388027454,38.91811956033209,37.126373295094,36.70499567632524,39.14161993086904,38.99150330479094,37.27830966491459,37.015408291777106,39.1908333353348,39.056449519193826,37.34182147071577,37.15497750415744,39.22135703137447,39.0275220913702,37.543137441403715,37.22206152055071,39.51529987560284,38.58907606150624,38.10647022362195,36.42510138659699,39.400932428410066,38.812066871807815,37.13086307138407,35.755556275697984,39.51091436866665,38.59619399225687,38.19590677644795,36.631472466799565
74,38.674287658193876,38.56187141161192,36.35525485122741,36.26907194177794,38.65084792341894,38.56832303822921,36.01331311723973,35.97932688262274,38.557964306366884,38.41404209292202,35.98644171968333,35.8170714399702,38.59140404024677,38.534793964217286,36.02618548949409,36.0340079867026,38.63616569026645,38.58334764479416,36.061694852069536,36.070234003270215,39.01344810636573,38.84285557737392,36.078206176008266,35.79489696005476,38.99214899789246,38.79733340457808,35.787478137512196,35.45950798241616,39.056923091781314,38.89443562671022,36.264255699212086,36.008548744197284,39.047489768683334,38.76822780227589,37.32680412702615,36.831498241960524,39.0499865564573,38.80557544875679,37.020464358219556,36.59067969586091,39.033346435009605,38.8803777507743,37.181977628615996,36.91535610317166,39.08974016664987,38.950295584086675,37.24093520048316,37.04864143690061,39.11555781660596,38.92427256548518,37.4492950425547,37.121575593289435,39.428412668250566,38.488686060743134,38.01812567194942,36.3130277419071,39.28762486288794,38.723973510557855,37.016155988376994,35.61923679321694,39.419757707713174,38.49605165303308,38.11347629577969,36.5329069505786
76,37.84589285643291,37.721432356396924,34.75432731958421,34.647955742121574,37.818387545237215,37.72284334367282,34.40032875541718,34.34691432314491,37.718112002606716,37.55667042308746,34.34027329651874,34.16722392411348,37.75628838614799,37.688641750293726,34.417672453378884,34.40345411618323,37.80161370166171,37.7390821090214,34.456274778177765,34.44577890086562,38.30965878574909,38.11322780028399,34.334314206299354,34.024714155960055,38.235651196193544,38.03230049720831,34.014336897887425,33.64166198622225,38.36820667952425,38.18106095858937,34.53661984447337,34.25566245601243,38.27903046718481,38.059307288342055,36.10141090828952,35.55815463882998,38.31556389728742,38.0929410805697,35.738745844706074,35.27108719557588,38.30944195044574,38.178122802995986,35.93609286082112,35.63759077181036,38.393645741117346,38.25704964971999,35.98028090919125,35.75537854928563,38.39097982167122,38.233246536427025,36.21297086497164,35.83956307549802,38.73933725155469,37.802887985890465,36.761089261401395,34.93535829894919,38.299903898064855,38.00422237636171,35.596152333851045,34.10886519027435,38.70361422504042,37.818096880727666,36.87776446729884,35.17705301461932